Date,Open,High,Low,Close,Adj Close,Volume
2023-07-14,159.179993,160.229996,158.979996,159.869995,159.869995,5361700
2023-07-17,159.750000,159.869995,158.149994,159.070007,159.070007,5486800
2023-07-18,159.070007,160.889999,158.190002,159.059998,159.059998,6332500
2023-07-19,157.910004,160.410004,157.330002,158.740005,158.740005,7522600
2023-07-20,161.940002,169.139999,161.300003,168.380005,168.380005,21892900
2023-07-21,168.179993,170.820007,168.179993,170.190002,170.190002,12076500
2023-07-24,171.500000,173.820007,170.990005,171.080002,171.080002,15155400
2023-07-25,170.449997,172.679993,169.750000,172.389999,172.389999,13790100
2023-07-26,172.000000,173.850006,171.399994,172.720001,172.720001,14288200
2023-07-27,172.179993,174.289993,172.039993,173.690002,173.690002,12446400
2023-07-28,174.000000,175.360001,173.229996,174.479996,174.479996,14138800
2023-07-31,169.690002,170.220001,166.710007,167.529999,167.529999,22632700
2023-08-01,166.369995,169.089996,166.059998,168.889999,168.889999,15810300
2023-08-02,168.850006,171.240005,168.850006,169.910004,169.910004,14595600
2023-08-03,169.949997,171.320007,169.669998,170.639999,170.639999,17424800
2023-08-04,170.339996,172.679993,167.889999,169.039993,169.039993,23414300
2023-08-07,169.490005,173.339996,169.360001,173.100006,173.100006,17736400
2023-08-08,172.990005,173.550003,171.389999,173.179993,173.179993,27378700
2023-08-09,173.000000,174.250000,172.050003,173.070007,173.070007,42974400
2023-08-10,174.000000,175.970001,171.639999,172.169998,172.169998,48213800
2023-08-11,172.479996,173.949997,171.619995,173.850006,173.850006,45904100
